PC1,PC2,cluster
1.3363217334183284,0.2533369311683058,2
-1.1770869962477737,-0.6639668398015705,0
-0.46233500801967936,-0.6182881794850414,0
0.9784740793566472,-1.4455704988958265,0
-0.0968097263159858,-2.1099979931352255,0
0.038487145949024464,-1.266762109157884,0
-1.5971585012074727,-1.2081435741284845,0
-0.47956491608312635,-1.9388406603940458,0
-1.7928334730311446,-1.150288104442105,0
-1.3271016561416014,0.170389232049029,1
-2.3845008347435304,0.3745826055246939,1
-2.936940102146613,0.26386183006838104,1
-2.1468111338160636,0.3682549518864615,1
-2.3698694883330407,-0.45963480923116584,1
-3.063841568720353,0.3534128354584028,1
-3.9157537837118896,0.15458251944173224,1
-3.9364633907159625,0.6596872334097823,1
-3.0942761177622744,0.348842759273796,1
-2.3744716280069222,0.2919803515599942,1
-2.778812947632513,0.28680487288217443,1
-2.2865612847384686,0.37250784468529835,1
-2.985633487449465,0.4892179083470126,1
-2.3751946982271073,0.48233371724487756,1
-2.209865525595871,1.1600525041576424,1
-2.6256210046927206,0.5631607642108352,1
-4.280638778751085,0.649670964023706,1
-3.5826413720011034,1.2727027497273005,1
-2.8070637200816577,1.5705337870411973,1
-2.899659333023911,2.0410570079384645,1
-2.320736976549204,2.356366075556675,1
-2.549830947226136,2.0452830910195243,1
-1.8125412848422988,1.5276459462687524,1
-2.760144641923949,2.138932347642611,1
-2.73715050066799,0.4098862708817914,1
-3.604868868183423,1.8023842175839666,1
-2.889825996873506,1.9252186131303426,1
-3.392156076835721,1.3118763884735956,1
-1.048181896853678,3.5150896912197314,1
-1.6099122828479353,2.406638159574328,1
-3.1431309667439735,0.7381610441757974,1
-2.240156896269543,1.1754652881188645,1
-2.8476737761195188,0.5560439658826739,1
-2.5974970566487636,0.6979655372009197,1
-2.9492993731348442,1.5553089642839832,1
-3.5300322663493113,0.8825267962042364,1
-2.406110540478552,2.592356175042397,1
-2.9290847269674543,1.2744469479044815,1
-2.18141277881262,2.0775373127345156,1
-2.3809277871356387,2.58866743241859,1
-3.2116172150412465,-0.2512491044255915,1
-3.6779187209738153,0.8477478441497629,1
-2.465555798040448,2.1937983036540936,1
-3.37052414544286,2.2162891398611357,1
-2.6019558512247367,1.7572293509792747,1
-2.677839460864501,2.7608991316745457,1
-2.3870170912797186,2.2973466797128186,1
-3.2087581641980214,2.768919566047575,1
